uuid,kode_identitas,kabkot
e51ce91f-b044-4f50-9783-cc64135080e3,"7201062010000900 - NONBKU - 1",7201
4e8eb91c-dd24-46fd-a8bc-6aca38ace0bb,"7201062010000900 - NONBKU - 2",7201
dc453c0d-84e9-4a29-86ec-c5be2be789ba,"7201062010001000 - NONBKU - 2",7201
a75edd9e-66f4-46f8-94d6-e7e802656471,"7201062010001000 - NONBKU - 1",7201
5b3e98ed-d905-4a56-adca-58ad29a26a9a,"7201062010000700 - NONBKU - 1",7201
9a95acc0-57e3-444a-948e-354ccdc286ec,"7201062010000600 - NONBKU - 1",7201
c9d1a74a-1cae-4218-bfef-2c639a418c00,"7201062010000100 - NONBKU - 1",7201
2d43815f-ea98-430d-8a0d-4c27d15c75f0,"7201071002000300 - NONBKU - 1",7201
41cbcbb4-cc9d-4b73-ac8c-bb848099ee31,"7201071002000300 - NONBKU - 2",7201
a28fc22f-6111-4475-9421-d0ae07b6f813,"7201071002000300 - NONBKU - 4",7201
b78c2911-2b60-4b54-93a9-b0593849647a,"7201071002000300 - NONBKU - 3",7201
6aac6cbd-a60f-43e8-98ce-4a35a0668a94,"7201071002000400 - NONBKU - 4",7201
9df3780b-b881-4d90-a3e5-46c663da4975,"7201071002000400 - NONBKU - 2",7201
9dcb5db7-163d-41e4-9666-8ec43b5c6a86,"7201071002000400 - NONBKU - 1",7201
c03e3261-1d5e-4ce8-873b-8d68c7e9dbbc,"7201071002000400 - NONBKU - 3",7201
436bfc4d-6ed5-4382-a181-ab50e1376a30,"7201071002000100 - NONBKU - 1",7201
8e3d0d2c-0d04-44c3-bcb4-6e98854801b9,"7201071002000200 - NONBKU - 3",7201
b8b4af83-896d-40ed-a195-6252cf783eb1,"7201071002000200 - NONBKU - 1",7201
d5ffc738-4188-41ef-a05b-3f347e1e6513,"7201071002000200 - NONBKU - 4",7201
eada9ec5-1081-4f51-9ff7-a40584bcdbc6,"7201071002000200 - NONBKU - 5",7201
a5f38b67-bd6a-4c58-8871-e404ba9d9398,"7201071002000200 - NONBKU - 2",7201
3e4aae6d-934e-4828-99ef-d76c67a96345,"7201031001000100 - NONBKU - 1",7201
77830583-a4ed-4b1e-83ba-bbe40329e4a7,"7201031001000100 - NONBKU - 4",7201
36bce480-5ae8-4ea8-b18e-2ef6cf2de040,"7201031001000100 - NONBKU - 2",7201
2537a487-226b-441a-82d8-dc4d71ae40c3,"7201031001000100 - NONBKU - 5",7201
